sample_id,P10145,Q07011,Q02763,P80098,P29965,P01583,Q9BZW8,P01133,Q15389,P13232,P49763,P05231,Q9Y653,P13500,O95727,O14625,Q99616,P50591,P09038,Q07325,P01732,Q16790,Q8WXI7,P00813,P01730,P29474,P60568,O00182,P35968,P25942,Q14116,P20718,P43629,P01137,P09341,O43557,O95760,O43508,P01127,Q15116,P48023,P10747,Q99731,P80075,P13236,P40933,P09382,Q9NZQ7,P26842,P42830,P05113,P14210,P12544,P09601,P78423,P02778,P32970,P22301,Q9NP84,P55773,P06127,P10147,P09237,P05089,O76036,P07585,O75509,P43489,"Q29983,Q29980",Q92583,O15123,P21246,P48061,P01579,Q9UQV4,Q14790,O75144,P39900,O43927,Q9BQ51,P15692,P05112,P18627,P42701,P35225,P78556,P01375,Q13241,P10144,Q01151,"P29459,P29460",P09603,Unnamed: 93,Unnamed: 94
R21043142,4.37865,5.56275,7.74706,1.47964,6.21246,-2.68147,5.57541,8.02902,7.82683,3.45019,6.90884,1.34725,1.14917,10.48326,5.31964,7.86593,8.68137,7.40108,1.57393,7.29476,8.60249,4.11611,0.29303,4.38477,3.66939,2.0107,-0.10396,7.69886,7.25954,9.0663,7.8941,5.39283,1.80533,8.04958,8.82973,3.42719,0.61785,8.67567,9.31853,4.42217,5.79408,0.70343,7.85621,7.61608,6.65068,4.01336,6.73638,4.70259,7.69262,10.45713,0.36207,8.1619,6.35383,10.68163,6.32031,9.12364,3.1335,2.44026,4.37516,9.25228,5.01134,5.51628,9.33637,2.44805,3.07317,3.9744,7.37837,5.22672,3.92257,9.02144,5.44374,5.03384,1.01171,5.01818,4.85248,4.00021,5.4345,6.4205,8.14517,1.96871,6.99777,0.47685,1.78927,1.50594,0.44495,6.73017,2.60031,5.68095,4.54813,2.77743,6.53856,9.34192,plate1_1362562541.csv,Pass
R21043144,4.33485,5.64717,7.04537,1.10018,5.75226,-2.53035,5.76859,8.26454,7.97093,3.91981,7.04226,1.1817,2.99506,10.40987,5.05544,7.89062,8.8363,7.71421,1.36899,7.57724,9.31104,3.58642,0.24225,4.82853,3.1292,1.61874,0.05647,7.5972,7.24895,9.29237,7.87664,4.36968,1.16389,8.04995,8.35019,3.31271,0.61505,8.49382,9.82674,4.23047,5.52002,0.51487,9.0891,6.90421,6.44334,4.06036,6.64323,4.66662,7.17897,10.04399,0.09416,8.01577,5.94084,10.61921,6.0547,9.76159,2.60669,2.48309,3.77808,8.68806,4.54181,5.14931,9.96879,2.49712,2.69534,4.03888,7.36689,5.20072,0.66349,9.56898,5.28284,3.44485,0.95681,5.25957,3.81074,3.84532,5.26405,7.13153,8.14829,1.96252,7.59697,-0.1242,2.16812,1.19681,0.55053,6.09177,2.23239,5.14573,4.50411,2.66352,7.29514,8.96008,plate1_1362562541.csv,Pass
R21043146,6.17338,5.67839,7.38999,2.1622,7.27205,-2.51413,5.59871,9.38276,8.84048,4.34154,6.87639,1.86975,1.41012,10.64233,4.92665,8.68955,8.54007,7.54448,2.74615,8.0127,8.26031,4.77155,0.298,4.46259,3.35333,2.11502,0.1767,7.64584,7.13683,9.40005,7.95917,4.94668,1.66857,8.65747,8.99117,4.51683,0.38671,8.18605,10.15375,4.03504,5.2986,0.78174,9.4889,7.07542,6.37361,4.24796,7.02282,4.70144,7.72203,10.90999,-0.27027,8.50917,6.58803,9.86236,5.86808,9.96979,3.31945,3.34822,3.70918,9.63426,4.26377,5.54215,9.53184,2.48678,2.85021,3.6558,7.11828,5.24066,3.83416,10.79948,4.957,3.18388,0.89471,6.40595,4.13787,4.50982,5.05656,7.77372,8.26857,1.73289,7.70691,-0.20591,2.22211,1.47654,0.27474,6.81119,2.45113,5.16414,5.22691,2.34118,7.43952,9.44233,plate1_1362562541.csv,Pass
R21043148,5.85602,6.82166,7.18324,1.63874,5.00231,-2.97814,5.37182,6.7626,7.08526,3.09532,7.79248,1.74184,1.27607,11.10344,4.46309,6.82431,8.21772,7.56762,1.4828,7.93166,8.887,3.83852,1.02012,4.72186,3.79333,2.18718,-0.79385,8.24478,7.56091,9.90792,9.29811,3.48038,-0.23862,8.04434,7.92421,3.61334,0.38583,7.44714,8.42967,4.25934,5.14983,0.54888,12.04582,7.51704,6.08008,4.17819,6.99263,4.71918,7.837,8.15554,1.81673,8.37448,6.08383,10.55428,6.48502,9.01273,3.04174,2.6397,4.93249,10.31003,4.97962,6.12549,9.94194,1.93121,3.54147,4.15427,7.52897,5.80308,3.96835,8.9823,5.17363,3.45973,0.80921,4.92085,6.25221,3.25729,5.15093,8.24717,7.61887,1.89486,8.08621,1.14777,2.21569,1.47686,0.46052,7.84372,2.93217,4.7643,3.52985,3.22942,6.61359,9.57228,plate1_1362562541.csv,Pass
R21043150,6.81157,5.4599,7.25444,1.14025,4.80111,-2.38206,5.15016,7.6637,7.31347,4.06642,7.162,2.4696,1.59,10.3896,4.54891,6.82335,8.4096,7.01443,0.68153,6.77844,9.07613,3.70442,0.33592,4.23224,3.49518,1.56309,-0.01877,7.85651,7.17588,9.00215,7.24935,4.24434,1.15183,8.1144,7.80116,3.87444,0.40777,8.11871,9.03025,3.91979,5.03471,0.27633,8.39369,7.08321,5.94354,3.71314,6.48249,4.45345,7.62838,9.25233,0.07325,8.48485,6.3079,10.58681,5.97894,8.84093,2.58998,2.57657,4.02533,10.49815,4.50341,5.76699,9.2901,2.84619,2.25995,3.34597,6.93339,4.95932,4.76665,7.60388,4.76837,2.49225,0.83775,5.02494,3.91692,3.47463,4.63548,7.84894,7.91269,1.41904,7.65139,0.04901,1.75916,1.33758,0.10839,6.58051,2.46206,5.01973,4.3985,2.27823,6.87899,9.47022,plate1_1362562541.csv,Pass
R21043152,5.78763,4.9295,7.44566,1.32367,5.61223,-2.53404,5.32549,8.41531,8.7889,3.49728,6.76561,1.47337,1.07393,10.88138,4.7272,8.00194,9.69418,7.51439,1.85971,6.76161,8.78348,7.2436,0.72068,4.9646,2.96426,2.68016,0.16111,7.58628,7.45028,8.87375,8.33936,4.66611,0.42025,9.02678,7.54266,3.52478,0.53675,8.48156,9.92616,3.81643,5.15569,0.35728,8.27678,7.27996,6.46058,3.82164,6.4116,4.51114,7.51648,8.40144,-0.28705,8.08278,5.92509,10.6848,6.11772,8.87962,2.40619,2.33894,3.20018,8.83879,4.23145,4.86699,9.23856,3.53804,2.41665,3.37001,6.91583,5.0492,3.86517,10.34111,4.95993,2.57714,0.90371,4.5258,4.729,3.99266,4.96294,6.50213,8.26542,1.77859,8.13802,-0.09913,1.7799,0.86543,0.44555,6.61019,3.69579,5.2394,3.91833,2.46432,6.12149,9.02461,plate1_1362562541.csv,Pass
R21043154,5.38172,5.85231,7.12883,2.34887,7.14397,-2.75376,5.83938,9.25212,8.46019,4.3474,7.22509,2.21392,1.43056,10.92055,5.06894,8.49997,9.24616,7.89636,2.9137,7.45,9.07876,5.42102,1.23169,4.91414,3.54309,2.00141,-0.03293,8.32068,7.5653,9.78969,7.58626,5.24654,1.08747,8.80169,9.71447,4.32423,0.43763,8.27552,9.77054,4.04622,5.20889,0.59023,8.80728,6.35339,6.14629,4.03264,6.86859,4.55919,7.21312,10.92775,0.67264,8.25662,6.36957,10.12656,6.35069,10.25172,3.61318,2.86991,3.82556,8.66108,5.169,5.33832,9.64867,2.17101,3.09613,3.76366,7.20792,5.79103,3.67798,8.8428,5.00032,2.4917,0.79365,5.82979,5.1991,4.26109,5.28422,7.04556,7.55562,1.8065,8.24128,0.22928,2.25575,1.50008,1.14477,7.7091,2.93455,5.44385,5.47269,2.87265,7.08723,9.5205,plate1_1362562541.csv,Pass
R21043156,5.55354,5.82765,7.44116,1.76013,6.456,-2.73342,6.60551,9.31208,8.70558,4.10235,7.02868,1.31597,3.11785,10.43132,5.62726,8.28146,9.02159,7.69946,2.35102,7.23579,9.15107,5.32113,0.32534,4.78554,3.78133,2.02947,-0.34695,8.11238,7.13664,9.89413,7.69437,4.99286,0.29025,8.4331,9.53293,4.27015,0.50769,8.57809,10.25829,4.37286,5.97325,0.85656,8.64513,7.76841,6.78086,3.52338,6.84441,4.80593,7.66172,11.54926,0.55556,8.27957,6.42756,10.01746,6.70534,9.11883,3.74056,2.4838,3.83175,9.34292,5.25154,6.1324,10.03129,2.57576,3.10454,3.36063,7.45624,5.45042,4.44288,9.26346,5.07659,2.63909,1.07337,5.72149,5.02002,4.32083,5.17718,7.59393,8.12218,1.64579,8.01968,0.23281,2.41438,1.67379,-0.19167,6.34208,2.88899,5.75,4.09774,2.7112,6.57243,9.1811,plate2_1362562385.csv,Pass
R21043158,4.43896,5.31998,6.63992,1.16377,5.50931,-2.62648,5.53746,8.143,8.44771,5.0789,6.75786,1.85089,0.69474,10.82066,4.52706,7.43573,9.09194,6.91814,1.70684,7.96731,8.43357,3.15684,0.63473,3.8566,3.36663,2.00714,0.38881,7.45264,6.85711,8.96795,7.8485,5.19396,1.11993,8.73861,7.50744,4.27645,0.76739,8.11046,10.07997,3.86781,5.31252,0.75852,7.91503,6.95932,6.21957,3.3746,6.46978,3.7301,7.77353,9.04473,0.38344,8.36628,6.20742,10.48971,5.57763,9.32696,2.79812,2.14275,3.37053,9.73936,4.54166,5.77236,7.73751,3.73501,2.55963,3.12529,6.44978,4.73764,2.71705,9.48988,4.30606,2.17127,0.69311,5.06213,3.74556,5.00328,4.39671,6.8904,8.04765,1.21874,7.84601,0.1878,1.8374,1.1859,0.69689,6.27788,2.41074,5.07327,5.47016,1.8578,5.87195,8.99456,plate2_1362562385.csv,Pass
R21043160,5.55348,5.44655,7.01828,1.51971,5.84343,-2.89411,5.73044,7.63195,7.17032,3.17019,7.21336,2.27553,1.06305,10.68139,4.87968,8.13357,8.64927,7.56771,1.50351,7.90537,8.65819,3.9495,3.97218,4.3184,3.13414,1.84112,-0.1458,7.96062,7.53458,9.09929,8.46304,5.4831,2.16802,7.37801,8.23151,4.21431,0.58956,8.09944,9.44102,4.24104,5.65576,0.45919,7.82495,6.49755,6.58186,3.88238,6.78867,4.50928,7.34892,8.97361,0.8908,8.47833,6.61257,10.19426,6.02987,9.8738,2.87895,2.62711,3.86127,9.99433,4.49927,5.78496,8.99642,2.67031,3.07804,3.45791,7.20293,5.1589,4.23102,9.44017,4.3701,1.39909,0.11258,5.36182,4.64881,3.95768,4.73025,7.70686,7.8087,1.50069,7.72554,0.35559,2.01509,1.57428,0.86106,7.246,2.50475,6.10147,5.21935,2.40668,6.28093,9.57047,plate2_1362562385.csv,Pass
R21043162,5.01187,5.54267,6.8399,1.54348,4.73102,-1.89296,5.57476,7.03893,7.49549,3.28169,7.01469,2.01404,1.32203,10.65818,4.44733,7.72146,8.16605,7.74218,1.78676,7.74572,8.62493,3.26229,0.87576,4.21017,3.30985,2.18013,-0.62866,7.22026,7.19892,8.81632,7.84995,3.41061,1.51418,8.04519,7.87749,3.38941,0.68743,8.0332,8.90197,4.03148,5.64039,0.46258,9.10583,7.7511,6.10087,3.83456,6.40328,4.57458,7.0956,9.23037,0.66256,8.71002,5.87164,10.19827,6.33901,10.40963,2.79794,2.98954,3.59882,9.12915,4.61617,5.04312,10.33438,2.24475,2.6338,3.41979,7.0482,4.76507,0.00959,9.5172,4.68207,2.90035,0.95742,7.75743,5.17628,3.32208,5.02473,7.54777,7.80494,1.46131,7.00284,-0.58137,1.48673,1.21611,0.40474,6.92492,2.3309,4.63541,4.38374,2.4287,6.75568,9.2763,plate2_1362562385.csv,Pass
R21043164,4.45067,4.8717,6.75303,0.95809,4.73518,-2.76891,5.02954,7.25931,7.17183,2.79471,6.86108,1.28847,0.86997,10.24817,4.61014,8.32302,8.00537,7.20321,1.23204,7.33154,8.80001,3.25719,2.13318,3.96726,3.35547,1.4236,-0.64834,7.62275,7.64466,8.98051,7.93658,5.52684,0.18625,7.69774,6.90325,3.4123,0.51289,7.90176,8.51157,3.43949,5.09806,0.21657,8.58811,6.92665,6.10955,4.01447,6.46429,4.30837,6.84845,8.14835,0.04039,7.63,6.20804,10.22777,6.09536,9.6324,3.07643,2.73166,3.88884,10.38491,4.29403,4.95873,7.79256,2.53017,2.79061,3.98688,6.82603,4.75499,3.92737,9.00454,4.75668,1.52352,0.70048,4.86785,4.47183,2.98142,4.83756,6.351,7.62903,1.69098,7.45313,0.63218,1.78638,1.23658,0.815,6.54361,2.02649,5.02909,4.81505,2.14363,6.76671,9.19595,plate1_1362562541.csv,Pass
R21043166,5.68396,5.27757,7.03385,1.84609,7.40292,-2.23052,6.09888,9.71368,8.90056,4.72157,7.08668,3.59927,1.26617,10.45303,4.61306,9.08829,8.82535,6.93587,3.15603,7.2231,8.81843,2.9572,0.45245,4.04427,3.43601,6.03673,-0.5056,7.29885,7.45068,9.88104,8.67789,4.8225,1.58795,9.21882,9.99381,5.1609,0.67667,8.0173,10.60121,3.34999,4.59359,0.49542,9.0982,7.08817,5.95782,3.43497,6.82631,4.97861,7.32658,11.25097,0.90477,8.89848,6.40641,10.06169,5.2946,8.68821,2.40917,2.73537,3.47533,10.47366,4.38654,5.05766,9.95323,2.603,2.55266,3.072,6.70853,5.08627,4.73273,9.48334,4.71676,2.69125,1.13671,4.17767,4.30018,4.67399,4.47944,8.34317,12.49684,1.76975,8.14282,0.32958,1.37512,1.47318,0.37528,7.15721,2.1427,5.35688,4.34326,1.87214,6.08933,9.6476,plate1_1362562541.csv,Pass
R21043170,6.80262,5.59225,7.14986,2.40773,6.40271,-1.51797,6.06066,9.0439,9.14352,3.56548,7.33039,1.99917,1.73647,11.53181,5.27766,8.76317,9.31738,7.44206,2.30669,7.91439,9.72738,3.41843,3.52901,4.4621,3.26526,2.43582,-0.0196,7.94478,7.29147,9.44418,9.73114,8.40452,1.42215,9.03852,8.24048,4.91001,0.68691,8.6922,10.36896,4.74451,6.44907,0.78119,8.36985,8.37411,7.37719,3.73251,6.48169,4.81991,8.2421,9.15149,0.8582,8.98627,6.90617,10.49791,6.40977,9.52217,2.59867,2.21621,3.93294,9.75875,5.35836,5.89748,9.16187,4.83199,2.95796,3.22439,7.36396,5.43429,0.88038,9.65518,4.90577,1.98354,1.00023,1.12826,5.03463,4.91692,5.20296,7.99482,8.38555,1.67496,8.12759,1.0302,2.30733,1.86469,0.30253,11.22233,3.01104,6.23804,9.07169,2.84524,7.20097,9.47109,plate1_1362562541.csv,Pass
R21043172,4.53154,5.53116,7.13091,1.42583,6.20439,-2.89866,5.7187,8.30104,7.95712,3.71441,7.46298,1.22841,1.1162,10.53492,4.86094,7.66154,9.29882,7.61679,2.4527,7.68653,8.37017,4.48937,0.42903,4.1041,3.66712,2.21595,0.33536,7.42232,7.38428,9.5835,7.23821,4.46134,1.29007,8.38886,8.787,4.07571,0.51795,8.52201,9.75612,3.88435,5.10998,0.3253,8.57601,7.5448,6.07529,4.25265,6.64368,4.79897,8.34943,10.95768,0.36351,8.24062,6.46131,9.26789,6.7366,8.92644,3.46572,2.35864,4.1733,11.12859,4.70536,5.53294,9.97732,2.58189,2.93247,3.68629,7.34436,5.08808,0.32966,9.80258,5.16883,3.49635,0.72926,4.50524,3.59703,4.22833,4.97755,8.03712,7.83581,1.71261,7.84173,0.08703,1.83715,1.47333,0.42381,5.84937,2.42827,5.0906,4.05904,2.31577,6.77002,9.10855,plate2_1362562385.csv,Pass
R21043173,5.93675,5.84604,7.30114,1.39171,6.60891,-2.08437,5.906,9.10535,8.73742,4.22121,6.99952,2.93949,0.8708,10.999,5.43109,8.38319,8.0824,7.569,1.95871,7.29144,9.59836,3.9997,0.29207,4.4709,3.44711,1.88786,0.02557,7.62432,7.66266,9.76694,8.25808,5.62608,1.27267,8.27149,9.27317,4.89272,0.77142,8.64534,10.23856,4.31381,5.40029,1.17427,9.36941,8.04547,6.54,4.0891,6.57227,4.91257,7.46406,11.95607,1.55584,8.16604,6.65192,9.72488,6.23334,9.82539,2.75694,2.70721,3.40068,10.36213,4.7301,6.19851,9.80706,2.75692,2.68783,3.15435,7.28926,5.16004,4.80757,9.34071,5.26754,1.4819,0.93669,8.00909,4.42093,4.86606,5.03441,9.86761,7.78697,1.50642,7.83871,-0.47197,1.69951,1.39996,1.1328,6.88348,2.87412,5.28841,5.17777,2.10295,6.74619,9.59647,plate1_1362562541.csv,Pass
R21043174,6.25345,5.71667,7.36106,2.04301,4.92805,0.73942,5.27754,7.2186,8.47625,3.53102,6.97959,2.11731,1.26865,10.90707,4.69955,8.00128,9.82416,7.33031,0.88671,6.34475,8.96061,3.61619,1.07247,4.87035,3.28566,1.50786,-0.37302,7.03982,7.69092,8.93321,7.57841,3.89538,0.60936,8.57507,6.98311,3.7785,0.42997,8.20076,9.79816,3.41403,5.40693,0.31427,7.65923,7.99848,6.12632,3.67488,6.09171,4.30901,7.64257,7.34575,0.71896,8.13067,5.75691,10.59996,6.17024,8.33789,1.83988,2.32109,3.49884,9.59698,4.10005,5.39094,9.51984,4.15022,2.89158,3.18958,7.06329,4.85654,5.22895,8.45909,5.21349,1.9808,1.10557,4.49828,4.00137,4.32081,4.85611,8.07384,7.41891,2.01895,7.58532,-0.06395,2.04461,1.41668,-0.15519,6.728,1.67663,4.94757,4.15941,2.62188,5.55238,9.25067,plate2_1362562385.csv,Pass
R21043175,5.5846,5.66168,6.98691,2.38798,7.63426,-2.59093,6.27254,10.43616,9.64848,4.86906,6.81327,3.54703,1.31022,10.30194,5.25117,9.40222,9.58429,7.21145,2.27722,7.76845,7.13104,3.89432,1.35372,4.29548,3.72035,2.3898,0.0014,7.76427,7.25947,9.38612,8.57584,5.82785,1.42432,9.5901,8.9064,5.36111,0.57467,7.76123,10.53472,3.91126,4.98328,0.41637,10.32533,7.83093,7.96417,3.94773,6.54227,4.89583,7.64425,11.34933,-0.37304,8.68895,6.48894,9.34853,5.38018,10.01982,3.01966,2.79505,3.51808,10.70442,4.65778,6.4734,7.49296,3.4951,2.5166,3.09953,6.61058,4.74313,3.82529,10.08037,5.04581,2.5071,0.66672,5.82238,3.43147,4.79987,4.67523,8.71832,8.03703,1.38137,8.17765,1.29211,1.6958,1.35007,0.29895,8.81154,3.04045,5.88054,5.33936,2.06906,5.35536,9.3848,plate1_1362562541.csv,Pass
R21043176,5.85378,5.49598,7.0624,1.37036,5.95024,-2.59308,5.43248,7.74354,7.75238,3.53448,7.01143,2.11429,1.6305,10.54771,4.27731,8.51794,9.35267,7.19081,2.52195,7.8149,9.22446,3.66046,1.15376,6.0164,3.6261,1.59307,-0.20118,7.81112,7.35278,9.24713,8.69344,4.94916,0.05193,7.56751,8.53792,3.66844,0.62291,7.82499,9.90114,3.77724,5.54118,0.3461,8.48003,7.17021,6.36856,3.60863,6.70627,5.00195,7.37857,10.39309,0.91734,8.80102,5.97077,10.32242,5.81837,9.74913,3.12017,2.5927,3.61661,9.40676,4.51921,5.26234,4.91705,3.54332,3.35636,3.40048,6.88161,5.07819,4.79982,9.5892,4.78994,2.52997,0.64722,6.17931,6.32263,4.44822,4.63305,6.63943,7.48448,1.59157,7.76146,-0.23912,1.86329,1.55903,0.94321,6.47321,1.77171,5.10052,5.22624,2.20673,5.77736,9.22725,plate2_1362562385.csv,Pass
R21043177,8.65402,7.11363,7.17133,2.4288,6.81267,-2.10908,6.96733,8.70746,8.78978,3.63104,8.36601,4.37334,2.00346,11.04423,5.91129,10.03917,8.99185,7.54573,3.15509,8.7313,8.51121,4.34725,2.88232,5.71707,4.24964,2.36795,-0.88148,8.31889,7.36937,10.63152,9.4965,5.70855,1.18045,9.14665,9.76711,5.09564,0.67271,7.64056,9.64742,4.9341,5.33197,0.79236,8.79108,6.7302,6.91539,4.27498,7.05578,6.10746,8.62599,8.9296,0.50389,8.65619,6.32976,10.91539,6.85509,10.03441,3.40926,3.47555,4.90559,11.26732,5.97233,6.89438,10.64423,3.36279,4.64204,3.67363,7.80295,6.65992,4.92915,10.9421,6.03902,3.40763,0.77415,5.68368,6.35282,4.74552,5.28415,8.84153,7.78838,2.51382,9.29028,0.19621,2.02231,2.51027,-0.2477,6.41594,3.73691,6.75752,4.61392,3.53958,6.73875,9.84304,plate2_1362562385.csv,Pass
R21043178,6.12331,5.14484,7.04709,2.66805,6.8423,3.6121,5.22639,9.59891,8.94385,4.66748,8.20994,5.8235,1.79669,10.87423,5.39604,8.89234,8.86686,6.67617,3.19035,8.03928,8.57388,5.75721,5.14368,4.34154,3.67371,2.84628,-0.17346,7.74275,6.84811,9.70199,8.34055,6.1806,0.69603,9.19605,8.81861,5.47484,0.69987,7.47544,10.18155,3.51592,4.64428,0.49561,9.80191,8.0444,6.24631,4.59164,6.46699,5.45528,8.02171,9.95263,0.80773,9.11038,6.60348,10.04252,5.88715,10.09327,3.52596,3.1087,3.83701,10.60229,4.63886,5.92772,9.32399,2.41919,2.78525,3.69738,6.76154,4.75567,0.73764,9.56671,5.32951,2.38878,1.09604,6.04438,4.76745,4.2226,4.35273,7.26882,9.37488,1.8395,9.32096,0.60004,2.32552,1.86167,0.68774,8.79452,2.60415,6.22335,4.86828,1.89686,5.5623,9.69325,plate1_1362562541.csv,Pass
R21043179,5.47866,5.17057,6.86099,1.56983,6.11036,-2.91603,5.37008,8.71274,8.13874,3.82855,7.13586,1.80181,1.06508,10.77275,4.54326,8.49596,9.22128,7.6651,2.2363,6.712,7.94506,4.08963,0.57856,4.30814,2.87355,2.12914,-0.59436,6.81975,7.20049,8.79629,8.14587,5.38208,1.05102,7.68422,8.35542,3.45001,0.37984,8.05599,9.56074,3.84612,5.15521,0.35516,8.38102,7.01145,6.98251,3.82672,6.50534,3.59907,7.15846,9.8927,0.00493,8.29392,6.30128,10.79278,5.31745,9.50846,3.19171,2.75546,3.35232,9.16691,3.99127,5.64063,9.3985,3.85503,2.71114,3.20989,6.69496,4.81461,1.44891,10.83578,4.60389,1.84314,0.67918,5.12397,3.87283,3.9828,4.91197,7.80462,7.6596,1.53887,7.70625,-0.16855,1.94918,0.89806,0.01262,6.2984,2.5425,5.72099,4.95046,1.90838,6.29272,8.94287,plate1_1362562541.csv,Pass
R21043180,5.87543,5.86628,7.04368,2.23201,7.84274,-2.05938,5.73228,10.11523,9.20843,5.1231,7.27231,2.94517,1.04661,10.98819,4.6435,8.36052,10.30584,7.35137,2.63242,7.51786,8.14464,2.74002,2.42622,4.6346,3.47722,2.03082,-0.53429,7.4827,7.38963,9.53166,7.81086,4.64158,2.45384,8.99534,9.70876,5.23861,0.49653,8.30855,10.49094,3.89929,5.39707,0.54627,8.6234,7.76749,6.48717,4.05997,6.34898,4.35435,7.22422,12.2433,0.40395,8.39822,5.1235,10.17694,5.92796,9.75097,2.57179,2.30021,3.71391,9.68037,4.30489,5.34754,10.13877,2.81557,2.94889,3.47269,6.98264,4.66743,3.57936,10.61163,5.7754,3.97188,0.93078,6.87115,4.64998,5.72061,5.00245,9.23758,7.52698,1.68227,8.36831,0.26832,1.98049,2.34694,1.197,7.56399,2.45885,5.3052,4.96087,2.35487,6.36439,9.25488,plate1_1362562541.csv,Pass
R21043181,6.60805,5.89052,7.44181,1.51919,7.37071,-2.08784,6.05126,9.36554,8.31047,4.1415,7.50951,5.48278,2.87767,10.44594,5.4157,10.45737,8.89615,6.16275,3.79256,7.01468,8.92047,2.76241,3.57159,4.82682,4.01151,6.1334,-0.52712,7.50432,7.5632,9.90804,8.54576,4.56284,0.52315,8.94354,8.88425,4.68813,0.46203,7.77617,9.99014,4.26296,4.70103,0.49678,9.77609,7.36976,6.19674,4.44821,7.01022,5.56135,8.10875,9.6361,-0.12674,9.0776,6.13097,9.56221,5.8129,9.02254,3.26306,3.25237,3.46894,10.94298,4.61682,5.90071,9.48373,2.23397,3.00443,3.23805,6.96839,5.544,5.30868,9.76156,6.42344,2.96325,0.90733,6.23262,5.43723,4.37311,4.81263,7.729,12.23054,2.19237,8.67077,0.55871,1.86262,1.66993,0.22999,8.79833,2.51239,5.76116,4.22782,2.27666,6.65621,9.70401,plate1_1362562541.csv,Pass
R21043182,4.66281,5.41294,7.20604,1.59606,5.49712,0.45484,5.82255,7.88271,7.56557,3.30605,6.65444,1.06742,1.55997,11.00862,5.32463,8.46,8.8324,7.77126,2.33091,7.65643,9.21657,4.24213,1.86812,5.04534,3.50172,2.05653,-0.02566,7.45965,7.54043,9.16484,8.04427,5.03098,0.96803,7.86249,8.13632,3.73664,0.60729,8.47768,9.44652,3.94453,6.03198,1.54068,8.51131,7.3235,6.46058,3.75864,6.52616,4.42951,7.18969,10.48374,0.4028,7.89276,6.6536,10.16516,5.99555,10.16275,2.56601,2.44888,3.22663,9.82561,4.65746,5.24921,4.45168,4.39657,2.0561,3.34976,7.1418,4.63336,0.56973,9.18792,5.17798,3.03396,1.02345,5.48664,3.79495,4.67164,5.12096,5.73412,7.81764,1.68792,7.10995,0.36567,2.5454,1.43428,0.50279,5.82315,2.57771,5.9871,4.39564,2.42546,6.88841,8.92484,plate2_1362562385.csv,Pass
R21043183,4.00474,5.31118,7.41664,1.50125,4.10713,-2.72961,5.50352,7.09972,7.283,2.85198,6.84675,1.27018,1.23189,10.63526,5.54684,7.45376,8.23664,7.26978,1.40918,7.13834,9.28031,4.35001,-0.16165,4.18148,3.28643,1.974,-0.46121,7.33513,6.82974,9.11161,8.21983,4.36126,0.19234,8.02917,6.63737,3.00861,0.57912,8.2165,8.92093,4.03953,5.11042,0.37263,7.81551,7.33272,5.61999,3.7097,6.49282,4.3839,7.47103,7.85343,3.96666,8.11707,6.05628,10.77666,5.77143,9.13384,3.19121,2.18737,3.91773,9.28564,4.38071,5.33391,9.90135,2.07957,2.38483,4.05804,7.03331,4.57043,0.60874,8.04908,4.00705,3.18601,0.55998,4.8556,4.22437,3.09715,4.76479,6.26381,7.67527,1.4382,7.17241,0.27599,1.79345,1.33526,0.27482,8.13293,2.42621,5.24964,4.38925,2.33537,6.12614,8.97984,plate1_1362562541.csv,Pass
R21043184,6.43267,5.82214,6.72281,2.37933,7.76836,-2.04671,6.10364,10.07937,9.14384,4.92439,7.13175,2.96824,1.34982,10.96295,4.85748,9.19258,9.70012,7.36071,1.96392,9.58093,8.37122,3.11251,0.27183,4.67393,3.46629,3.34711,-0.49621,7.45302,7.1178,9.97813,7.6075,5.19373,0.85511,9.37735,9.30781,4.81619,0.6065,8.11001,10.29861,4.56364,5.12265,0.66279,10.04087,7.50142,6.64666,3.89115,6.81785,4.9363,8.13492,12.08083,0.95342,8.96477,6.41899,9.7286,5.98938,11.11645,3.66484,2.75643,3.45232,9.17858,4.69587,5.75385,9.41286,2.99708,2.87069,3.42571,6.82034,5.34525,4.98088,8.99366,5.01698,5.32058,1.1619,5.30443,4.99511,5.05201,4.79323,7.76213,10.39587,1.56949,7.54786,0.56696,2.17341,1.46562,4.32218,8.15745,2.5503,5.26431,5.04773,2.59153,6.80845,9.23324,plate2_1362562385.csv,Pass
R21043185,8.18669,6.19916,7.50408,1.43713,6.25393,-2.49255,5.557,8.32874,8.21953,3.56869,7.62728,3.23951,2.48967,11.50352,3.8028,7.90958,8.6503,7.09779,2.05947,6.85667,8.01602,4.66092,0.9214,5.4169,3.42359,2.99153,0.42975,8.4558,7.30952,9.85208,7.30733,4.31471,1.36461,8.61726,8.76074,4.16761,0.4773,7.9657,9.76854,4.16237,5.15929,0.64398,10.32163,7.40449,6.08123,3.57197,6.68293,5.06428,7.90317,10.57869,0.46893,9.37977,6.04143,9.62342,7.29086,9.47146,2.66868,3.35026,4.38825,10.19036,4.37958,6.24228,10.7062,2.6192,3.15424,3.72052,7.6425,5.94133,4.66781,8.76334,5.58528,2.84863,0.67679,5.55424,5.06311,4.1349,5.05697,9.64503,8.21066,1.86486,7.88227,0.10982,1.8753,0.96106,0.36817,7.41165,2.48567,4.85245,4.55057,2.62479,7.34851,9.57748,plate2_1362562385.csv,Pass
